DateTime,temp,rainfall,humidity,wind_speed
2015-11-01 00:00:00,39.70251376659387,0.0,56.12556976589952,3.9162691934069667
2015-11-01 01:00:00,32.840596803120285,0.0,46.45356986161299,3.0061991326382715
2015-11-01 02:00:00,36.389829702456865,0.0,63.371879902704535,10.630934861875325
2015-11-01 03:00:00,23.710512928944123,0.2,62.72225990746107,8.719311032234698
2015-11-01 04:00:00,24.64082900845323,0.0,86.27306428417444,5.684332849587673
2015-11-01 05:00:00,28.84377664447918,1.5,67.87295501029551,12.984962219564327
2015-11-01 06:00:00,28.853271490840456,1.5,89.16318995814423,12.112733041543517
2015-11-01 07:00:00,40.78269138885158,0.0,52.056343353408586,5.521959944890147
2015-11-01 08:00:00,38.75328400461132,0.0,90.16155157728113,4.857425159467616
2015-11-01 09:00:00,41.64810714374694,0.2,83.81293303623174,12.479749963193836
2015-11-01 10:00:00,27.968088217264622,1.5,71.09369744076483,6.857410753643406
2015-11-01 11:00:00,25.97842158831175,0.0,59.60032551632116,2.5989705307185944
2015-11-01 12:00:00,33.48388797233972,0.0,91.67135494289366,4.760399091427258
2015-11-01 13:00:00,28.772381456644716,0.2,85.68369692674389,14.81805524317532
2015-11-01 14:00:00,41.51233713542232,1.5,92.65706191511111,8.23036389350961
2015-11-01 15:00:00,40.946152370742894,0.0,85.12426675091594,3.1599543566137083
2015-11-01 16:00:00,33.13074987996022,0.2,66.7907446710847,2.3707654224550248
2015-11-01 17:00:00,34.14181445161225,0.0,88.12145844250665,10.437465010331552
2015-11-01 18:00:00,23.56921124074563,0.0,81.24259936029422,14.058864330620821
2015-11-01 19:00:00,34.54834037910838,0.0,92.78324948025687,9.713247156058621
2015-11-01 20:00:00,38.665530613464234,0.0,67.40902613409142,6.05991174995104
2015-11-01 21:00:00,31.800962475669216,0.0,67.35292864620754,6.984569536372126
2015-11-01 22:00:00,27.06172173494543,1.5,65.92422607809802,14.682976118406268
2015-11-01 23:00:00,36.67313535803181,0.2,91.57226504331844,4.143415316967843
2015-11-02 00:00:00,31.265337038436638,0.0,57.554048257351354,8.904862198491724
2015-11-02 01:00:00,36.345220892070344,0.0,55.93174703018292,12.337674942926807
2015-11-02 02:00:00,37.69675364525859,0.0,91.7699374552758,4.365931744091521
2015-11-02 03:00:00,37.991841544072614,1.5,90.557252564387,6.134538299596084
2015-11-02 04:00:00,29.725025746796277,1.5,87.6225294763835,7.4369499390118925
2015-11-02 05:00:00,38.10141690786743,0.0,90.72966752921447,14.220395285106317
2015-11-02 06:00:00,35.933493865436326,0.0,49.2746987478785,13.468864419721227
2015-11-02 07:00:00,25.660511237428302,1.5,77.71018531110451,7.668397364781091
2015-11-02 08:00:00,39.09994087550953,0.0,86.01069967807703,7.196401707689897
2015-11-02 09:00:00,27.405720915594138,0.0,91.31551976614979,14.164771002758654
2015-11-02 10:00:00,24.895656071234008,0.2,89.83641161813838,9.47124339655857
2015-11-02 11:00:00,25.91227386030904,0.0,62.22303244145746,5.602039216477248
2015-11-02 12:00:00,35.79951485318144,0.0,73.0915721207384,2.9153456557943978
2015-11-02 13:00:00,29.401716610410773,0.0,58.3909468868204,11.943635751333202
2015-11-02 14:00:00,31.627327298269115,0.0,80.26469346674192,9.504277322438975
2015-11-02 15:00:00,35.9800044432572,0.0,49.101909317301434,4.715635148970582
2015-11-02 16:00:00,36.12074033084168,0.0,85.74307668105844,5.506076048058775
2015-11-02 17:00:00,26.085839455383983,0.2,78.54316698517593,8.365800455125886
2015-11-02 18:00:00,28.93376525460277,0.0,63.86313620665209,3.1268981589935696
2015-11-02 19:00:00,41.53866897397975,0.0,63.87080151794319,2.429904767686666
2015-11-02 20:00:00,31.588282820510603,0.0,62.03662041758086,3.24012258506862
2015-11-02 21:00:00,26.595019243100303,0.0,72.79472697290359,14.485515882254465
2015-11-02 22:00:00,23.419156002678616,0.0,76.31318504549397,10.6720710299266
